primaryName,knownForTitles,averageRating
William Sanderson,"Blade Runner, Last Man Standing, True Blood, Deadwood, ",6.4
Tiny Sandford,"Pardon Us, Modern Times, The Circus, The Iron Mask, ",8.5
Debra Stipe,"Full House, ",4.9
Steve Sandor,"Bonnie's Kids, Fire and Ice, The Yellow Rose, Star Trek, ",6.6
Miguel Sandoval,"'Til Death, All of them Witches, Miroslava, Elisa antes del fin del mundo, ",6.2
Sonnie Sands,"Jackie Gleason: American Scene Magazine, The Stoolie, The Jackie Gleason Show, The Bellboy, ",6.5
Ellen Sandweiss,"My Name Is Bruce, The Evil Dead, ",7.5
Inma de Santis,"La duda, Novela, Estudio 1, Teatro estudio, ",5.4
Reni Santoni,"Cobra, Dirty Harry, Doctor Dolittle, Bad Boys, ",7.1
Michael Sarrazin,"They Shoot Horses, Don't They?, Deep in the City, The Sweet Ride, On the Road, ",5.2
Gailard Sartain,"The Replacements, Fried Green Tomatoes, Mississippi Burning, The Outsiders, ",6
Nozomu Sasaki,"Yu Yu Hakusho: Fight for the Netherworld, Akira, ",8.1
Jennifer Saunders,"Shrek 2, Absolutely Fabulous, ",7
Tracie Savage,"Little House on the Prairie, Friday the 13th Part III, Friendly Persuasion, ",5.7
Doug Savant,"Desperate Housewives, Godzilla, Trick or Treat, Teen Wolf, ",5.8
Tom Savini,"Dawn of the Dead, Machete, From Dusk Till Dawn, ",6.1
Teresa Ann Savoy,"The Tyrant's Heart, Bambina, Caligula, Salon Kitty, ",5.3
Yasuko Sawaguchi,"Himeyuri no TÃ´, Godzilla 1985, Spirited Away, Godzilla vs. Biollante, ",6.2
Julia Sawalha,"Press Gang, Chicken Run, Absolutely Fabulous, Mr. Toad's Wild Ride, ",7
Joe Sawyer,"The Petrified Forest, The Killing, Gilda, The Grapes of Wrath, ",6.5
Suzanne Sawyer,"Snowriders II, Fifty, Black Diamond Rush, ",7.7
John Saxon,"Enter the Dragon, A Nightmare on Elm Street 3: Dream Warriors, A Nightmare on Elm Street, Wes Craven's New Nightmare, ",6.985714286
Raphael Sbarge,"Risky Business, ",4.85
Hubert Scales,"The Story Behind Baadasssss!: The Birth of Black Cinema, Sweet Sweetback's Baadasssss Song, ",5.5
Steven Scales,"Philadelphia, Stop Making Sense, Something Wild, ",8.6
Diana Scarwid,"Mommie Dearest, Silkwood, Psycho III, What Lies Beneath, ",5.65
Joshua Schaefer,"Rebel Highway, No Dessert, Dad, Till You Mow the Lawn, Eight Days a Week, Untamed Heart, ",6.3
Sarah Schaub,"A Home of Our Own, Promised Land, Home of the Brave, The Stand, ",7.1
Robert Schenkkan,"The Pacific, Star Trek: The Next Generation, The Quiet American, ",6.2
Paul Scherrer,"Free Spirit, Children of the Corn II: The Final Sacrifice, JAG, Sons and Daughters, ",4.3
Richard Schiff,"The West Wing, Man of Steel, The Lost World: Jurassic Park, Se7en, ",6.3
Rudolph Schildkraut,"Pals in Paradise, His People, Schlemihl, Theodor Herzl, der BannertrÃ¤ger des jÃ¼dischen Volkes, ",7.3
Peter Schildt,"ProfitÃ¶rerna, Metamorphosis, Fanny and Alexander, ",6.6
Daniel Schlachet,"Swoon, ",6.7
Guylaine Schlumberger,"Vivre Sa Vie, ",8
John Schneider,"The Animal, Big Stan, The Hot Chick, Hitchcock, ",5.6
Maria Schneider,"Last Tango in Paris, Memoirs of a French Whore, The Passenger, Cari genitori, ",7
Michael Scholes,"Rentaghost, The Lord of the Rings, Sweeney 2, Rumpole of the Bailey, ",6.2
Christina Schollin,"Fanny and Alexander, Ormen, Mumindalen, Dear John, ",3.8
Kyra Schon,"Night of the Living Dead, ",7.9
Lisa Schrage,"The Twilight Zone, China White, Food of the Gods II, Prom Night II, ",5.7
Avery Schreiber,"Galaxina, Dracula: Dead and Loving It, Robin Hood: Men in Tights, The Concorde... Airport '79, ",3.7
Dwight Schultz,"Vampire Hunter D: Bloodlust, Star Trek: First Contact, The A-Team, ",6.1
Aaron Schwartz,"The Mighty Ducks, Heavyweights, ",6.6
George 'Red' Schwartz,"Swing Shift, Married to the Mob, Something Wild, The Silence of the Lambs, ",6.9
Scott Schwartz,"100 Deeds for Eddie McDowd, The Journey of Allen Strange, The Secret World of Alex Mack, ",8
Libgart Schwarz,"The Ortlieb Woman, Class Relations, Malina, ",6.7
Russell Schweickart,"For All Mankind, ",8.2
Eric Schweig,"The Last of the Mohicans, Tom and Huck, Skins, Big Eden, ",7.7
Alan Randolph Scott,"Night on Earth, ",7.8
Brenda Scott,"Mannix, The Detectives, Oscar Phitkin: A Vendor's Tale, Simon & Simon, ",5.6
David Scott,"A Tell Tale Heart, ",7.5
Donovan Scott,"The Mummy: Tomb of the Dragon Emperor, Star Trek: Nemesis, Spider-Man 2, The Time Machine, ",4.9
Dougray Scott,"Ever After: A Cinderella Story, Hitman, Mission: Impossible II, ",6.55
Esther Scott,"Encino Man, Dreamgirls, The Pursuit of Happyness, Austin Powers in Goldmember, ",6.1
Jacqueline Scott,"The Black Decameron, ",5.8
Larry B. Scott,"The Karate Kid, Revenge of the Nerds, SpaceCamp, Revenge of the Nerds II: Nerds in Paradise, ",5.5
Pippa Scott,"The Searchers, Auntie Mame, King Leopold's Ghost, Petulia, ",6.7
Tom Everett Scott,"That Thing You Do!, Because I Said So, Boiler Room, ",6.9
Zachary Scott,,6.95
Jonathan Scott-Taylor,"Damien: Omen II, Triangle, BBC Play of the Month, The Mill on the Floss, ",6.3
Angus Scrimm,"Phantasm, Phantasm II, Phantasm III: Lord of the Dead, ",6.5
Jenny Seagrove,"Nate and Hayes, Local Hero, A Woman of Substance, The Guardian, ",5.8
Douglas Seale,"Amadeus, The Rescuers Down Under, Aladdin, Ernest Saves Christmas, ",5.6
Jean Seberg,"Lilith, Airport, Breathless, Paint Your Wagon, ",6.6
Jon Seda,"The Pacific, ",6.8
Bahare Seddiqi,"Children of Heaven, ",8.3
Pamela Adlon,"Grease 2, Vampire Hunter D: Bloodlust, ",5.74
Emmanuelle Seigner,"Frantic, Bitter Moon, The Ninth Gate, ",6.9
David Selby,"Dark Shadows, Falcon Crest, ",5.4
Marian Seldes,"Home Alone 3, Leatherheads, Mona Lisa Smile, The Haunting, ",6.8
Michel Semeniako,"La Chinoise, ",7.2
Joe Seneca,"The Blob, A Time to Kill, Silverado, Crossroads, ",7.1
Rade Serbedzija,"Batman Begins, The Saint, Mission: Impossible II, Snatch, ",7.1
Julieta Serrano,"Teatro de siempre, Mi querida seÃ±orita, Women on the Verge of a Nervous Breakdown, Dark Habits, ",7.5
Michel Serrault,"Garde Ã  vue, La Cage aux Folles, Diabolique, Nelly & Monsieur Arnaud, ",6.25
Jean Servais,"Les MisÃ©rables, Le Plaisir, Rififi, The Longest Day, ",8.2
Roshan Seth,"Indiana Jones and the Temple of Doom, Street Fighter, Gandhi, Proof, ",8
Valda Setterfield,"The Wedding Party, Doubt, Everyone Says I Love You, Mighty Aphrodite, ",4.9
Renuka Shahane,"Money, Hum Aapke Hain Koun...!, ",7.5
Daniel Shalikar,"Honey, I Shrunk the Audience, Honey, I Blew Up the Kid, ",4.8
Chuck Shamata,"The Day After Tomorrow, Death Wish V: The Face of Death, Cinderella Man, ",4.9
Shane,,6.3
Ray Sharkey,"The Idolmaker, Du-beat-e-o, Who'll Stop the Rain, Wiseguy, ",4.75
Michael Sharrett,"Joe's World, TV 101, Deadly Friend, Savage Dawn, ",5.6
Alonna Shaw,"Double Impact, King of New York, Cyborg Cop, The Taking of Beverly Hills, ",5.6
Fiona Shaw,"The Avengers, Harry Potter and the Prisoner of Azkaban, Harry Potter and the Deathly Hallows: Part 1, Fracture, ",6.1
John Edwin Shaw,"Songwriter, Crossroads CafÃ©, The Hanoi Hilton, DC 9/11: Time of Crisis, ",6.2
Dick Shawn,"The Producers, Angel, It's a Mad Mad Mad Mad World, Batman & Robin, ",6.1
William E. Shay,"The Clemenceau Case, The Two Orphans, The Bishop's Candlesticks, Robespierre, ",7.1
John Shea,"Star Trek: First Contact, The Chronicles of Riddick, Planet of the Apes, ",7.7
Moira Shearer,"The Tales of Hoffmann, The Red Shoes, Peeping Tom, The Story of Three Loves, ",7.7
Norma Shearer,"The Divorcee, Marie Antoinette, Private Lives, A Free Soul, ",7.8
Stephen Shellen,"Casual Sex?, The Bodyguard, Gone in 60 Seconds, A River Runs Through It, ",5
Paul Shenar,"The Big Blue, Raw Deal, Scarface, The Secret of NIMH, ",5.333333333
Patty Shepard,"El asesino estÃ¡ entre los trece, The Man Called Noon, Rest in Pieces, Un, dos, tres... al escondite inglÃ©s, ",7.5
John Shepherd,"Bobby Jones: Stroke of Genius, Friday the 13th: A New Beginning, The Ultimate Gift, ",4.8
Antony Sher,"Mrs Brown, The Wolfman, Erik the Viking, Shakespeare in Love, ",6.3
Travis Sher,"Boys Life 2, Must Be the Music, Voodoo Academy, ",6.6
Jamey Sheridan,"Law & Order: Criminal Intent, The Ice Storm, ",6
Kirsten Sheridan,"Disco Pigs, Patterns, In America, My Left Foot, ",7.9
Susan Sheridan,"Agony, The Black Cauldron, Midsomer Murders, Moomin, ",6.4
Joseph Shiloach,"Private Manoeuvres, Private Popsicle, Desperado Square, Rambo III, ",4.2
Sumi Shimamoto,"Lupin the 3rd: Castle of Cagliostro, Giant Robo: The Animation, NausicaÃ¤ of the Valley of the Wind, Princess Mononoke, ",8.1
Yukiko Shimazaki,"Kin no tamago: Golden girl, Seven Samurai, Meshi, Blueprint of Murder, ",8.6
Sab Shimono,"Southland Tales, Teenage Mutant Ninja Turtles III, Waterworld, Presumed Innocent, ",5.25
Jenny Shimizu,"The Base, ",6.2
Takashi Shimura,"Stray Dog, Rashomon, Seven Samurai, Ikiru, ",8.425
Masayuki Shionoya,"Angel Dust, Pulse, BirÃ® za kiddo no atarashii yoake, KeppÃ» Rock, ",7.9
Bill Shirley,"Flying Tigers, Oh, You Beautiful Doll, I Dream of Jeanie, Sleeping Beauty, ",7.2
Robin Shou,"Death Race, Mortal Kombat: Annihilation, Beverly Hills Ninja, Mortal Kombat, ",4.75
Max Showalter,"Niagara, The Twilight Zone, Sixteen Candles, Vicki, ",7
Richard B. Shull,"Splash, Spring Break, Garbo Talks, Private Parts, ",6
Josephine Siao,"The Legend, Nu peng you, Hu Du Men, Summer Snow, ",7.066666667
Jim Siedow,"The Texas Chainsaw Massacre: A Family Portrait, The Windsplitter, The Texas Chain Saw Massacre, The Texas Chainsaw Massacre 2, ",5.6
Casey Siemaszko,"The Phantom, Young Guns, Stand by Me, Back to the Future, ",7.25
Nina Siemaszko,"The American President, The West Wing, Airheads, More Tales of the City, ",4
Simone Signoret,"Diabolique, Room at the Top, The Crucible, Casque d'Or, ",8.2
Kathie Sileno,"No Retreat, No Surrender, ",5.7
Henry Silva,"Above the Law, Ghost Dog: The Way of the Samurai, Dick Tracy, The Manchurian Candidate, ",5.82
Ron Silver,"The Arrival, Find Me Guilty, Reversal of Fortune, Timecop, ",6.5
Dean Silvers,"Flirting with Disaster, Spanking the Monkey, Manny & Lo, ",6.6
Jon Simanton,"Epic Movie, Turbo: A Power Rangers Movie, Men Cry Bullets, The King of Queens, ",3.6
Vasek Simek,"Dead Again, Six Degrees of Separation, Searching for Bobby Fischer, Ed Wood, ",5.4
Joey Simmrin,"Little Giants, Clockstoppers, Arresting Behavior, Nine Months, ",5.3
Simone Simon,"Dr. M, The Venus Trap, Mutants, Never Mind the Wall, ",7.3
Diane Sinclair,"The Fighting Code, Dangerous Crossroads, Damaged Lives, Tomorrow's Children, ",4.2
Shatrughan Sinha,"Yaaron Ka Yaar, Naseeb, Kaala Patthar, Choron Ki Baaraat, ",7.1
Michelan Sisti,"Teenage Mutant Ninja Turtles, Teenage Mutant Ninja Turtles II: The Secret of the Ooze, Men in Black II, Lost in Space, ",6
Ping Lam Siu,"2046, In the Mood for Love, ",8.1
Lilia Skala,"House of Games, Lilies of the Field, Heartland, Flashdance, ",6.96
Red Skelton,"The Red Skelton Hour, I Dood It, Du Barry Was a Lady, Whistling in Brooklyn, ",6.6
Jerzy Skolimowski,"The Avengers, ",6.7
Demian Slade,"The Wonder Years, Better Off Dead..., Back to the Beach, ",7.1
Jeremy Slate,"The Sons of Katie Elder, True Grit, The Devil's Brigade, The Born Losers, ",6.7
Victor Slezak,"Path to War, ",7.6
Walter Slezak,"Come September, Lifeboat, Born to Kill, Cornered, ",7
Barbara Sloane,"Beyond Reason, Tales from the Darkside, Wizards, Mansion of the Doomed, ",6.5
Everett Sloane,"Citizen Kane, The Lady from Shanghai, Patterns, Somebody Up There Likes Me, ",7.5
James Sloyan,"Star Trek: Deep Space Nine, Star Trek: The Next Generation, The Sting, Centennial, ",5.2
Mews Small,"Sleeper, One Flew Over the Cuckoo's Nest, Man on the Moon, American Playhouse, ",7.3
Ron Smerczak,"Lunarcop, Kin, Who Am I?, ",4.5
Alexis Smith,"The Chronicles of Narnia: Prince Caspian, Eye of the Beholder, Moulin Rouge!, ",5.9
William Smith,,6.1
Bubba Smith,"Police Academy 4: Citizens on Patrol, Police Academy 2: Their First Assignment, Police Academy, Police Academy 6: City Under Siege, ",5.176923077
Gregory Smith,"Smile, ",6.2
Jamie RenÃ©e Smith,"Dante's Peak, ",5.9
Kent Smith,"Massage: The Touch of Love, Taking Tiger Mountain, ",7
Lane Smith,"Monsters, Inc., James and the Giant Peach, How the Grinch Stole Christmas, Water Ride, ",5.9
Liz Smith,"Ugly Betty, The Smurfs, Buffy the Vampire Slayer, Murphy Brown, ",7
Mel Smith,"Not the Nine O'Clock News, National Lampoon's European Vacation, The Princess Bride, Brain Donors, ",7.1
Paul L. Smith,"Dune, Red Sonja, Maverick, Popeye, ",4.5
Shawn Smith,,6.3
Shawnee Smith,"The Blob, Saw III, Saw II, ",6.5
T. Ryder Smith,"Brainscan, Birth, The Venture Bros., ",6.1
Willie E. Smith,"The Legend of Boggy Creek, ",5.2
Yeardley Smith,"The Simpsons Movie, The Simpsons, Maximum Overdrive, City Slickers, ",5.5
Bill Smitrovich,"Life Goes On, ",5.7
Sonja Smits,"Street Legal, A Different Loyalty, Odyssey 5, Videodrome, ",7.3
Carrie Snodgress,"Diary of a Mad Housewife, Murphy's Law, Pale Rider, Wild Things, ",6.85
Raven Snow,"Delta of Venus, Red Shoe Diaries, ",4.6
Yanti Somer,"War of the Planets, Star Odyssey, The Time to Die, Avanti!, ",7.3
Elke Sommer,"A Shot in the Dark, The Oscar, The Prize, The Wrecking Crew, ",5.7
Josef Sommer,,6.733333333
Ted Sorel,"Star Trek: Deep Space Nine, Lenny, From Beyond, Network, ",6.7
David Soul,"Salem's Lot, Starsky and Hutch, Starsky & Hutch, Magnum Force, ",7.2
Djiby Soumare,"PÃ©rigord noir, Frantic, ",6.9
Catherine Spaak,"The Libertine, The Empty Canvas, Crazy Desire, For Love and Gold, ",7.9
Jeff Speakman,"Lionheart, The Expert, Street Knight, The Perfect Weapon, ",5.7
Martin Speer,"Coma, The Six Million Dollar Man, The Hills Have Eyes, Wonder Woman, ",6.3
Bruce Spence,"Dark City, The Lord of the Rings: The Return of the King, Mad Max Beyond Thunderdome, Mad Max 2: The Road Warrior, ",7.166666667
Bud Spencer,"Ace High, Trinity Is Still My Name, They Call Me Trinity, Watch Out, We're Mad, ",7.4
John Spencer,"The Sword and the Sorcerer, ",7.4
Stephen Spinella,"Milk, Ravenous, Virtuosity, ",6.3
Lisa Spoonauer,"Bartender, Clerks, Clerks, ",7.7
Richard Spore,"Bringing Out the Dead, Ripper, Killer: A Journal of Murder, Picture Perfect, ",7
G.D. Spradlin,"Apocalypse Now, The Godfather: Part II, The War of the Roses, Ed Wood, ",6.8
William Squire,"Where Eagles Dare, The Lord of the Rings, Hilda Lessways, Doctor Who, ",6.2
Christopher St. John,"Remington Steele, Top of the Heap, Shaft, ",6.6
Robert Stack,"1941, The Transformers: The Movie, Beavis and Butt-Head Do America, Airplane!, ",6.64
Tanyeka Stadler,"Voodoo Black Exorcist, ",2.7
Frederick Stafford,"Topaz, OSS 117: Mission for a Killer, Atout coeur Ã  Tokyo pour OSS 117, Agent 505 - Todesfalle Beirut, ",6.3
Enzo Staiola,"A Tale of Five Women, The Barefoot Contessa, The Return of Don Camillo, Bicycle Thieves, ",8.3
Sage Stallone,"Oliviero Rising, Vic, Daylight, Rocky V, ",5.3
Kim Stanley,"2612 South Ave. West, Tinkercrank, ",7.4
Lauren Stanley,"Lonesome Dove, High Mountain Rangers, Stranger at My Door, Mac and Me, ",3.3
Maureen Stapleton,"Interiors, Cocoon, Airport, Reds, ",6.4
Dimos Starenios,"The Dawn of Victory, Anna of Rhodes, The 300 Spartans, Frenitis, ",7.3
Jonathan Stark,"Fright Night, According to Jim, House II: The Second Story, Ellen, ",5.4
Anthony Starke,"Return of the Killer Tomatoes!, Repossessed, Licence to Kill, Nowhere to Run, ",4.8
Beau Starr,"Due South, Halloween 4: The Return of Michael Myers, Fletch, Halloween 5: The Revenge of Michael Myers, ",5.2
Mike Starr,,7.3
Jimmy Stathis,"The Six Million Dollar Man, House, Double Deception, Drug Runners, ",4.8
Claudia Stedelin,"Conspiracy Theory, That Thing You Do!, Switchback, ",6.4
Amy Steel,"Friday the 13th Part 2, Guiding Light, April Fool's Day, Tycus, ",6.1
Barbara Steele,"Black Sunday, Shivers, 8Â½, Pretty Baby, ",7.1
Jadrien Steele,"The Mosquito Coast, ",6.6
Jessica Steen,"Captain Power and the Soldiers of the Future, Chaos, Stargate SG-1, Armageddon, ",7
Malgorzata Zajaczkowska,"Bullets Over Broadway, Enemies: A Love Story, Sarah, Plain and Tall, ",6.7
Robert J. Steinmiller Jr.,"Bingo, Rudy, The Ref, Jack the Bear, ",6.9
Harvey Stephens,"I Killed My Lesbian Wife, Hung Her on a Meathook, and Now I Have a Three Picture Deal at Disney, ",7.5
Henry Stephenson,"Tomorrow at Seven, Marie Antoinette, Captain Blood, Oliver Twist, ",7.1
Tisha Sterling,"Village of the Giants, The Whales of August, The Killer Inside Me, Coogan's Bluff, ",6.5
Daniel Stern,"Home Alone, The Wonder Years, City Slickers, Home Alone 2: Lost in New York, ",6.761111111
Frances Sternhagen,"Outland, The Mist, Raising Cain, Misery, ",6.95
Inger Stevens,"The Buccaneer, The World, The Flesh and The Devil, The Farmer's Daughter, Hang 'Em High, ",7
Warren Stevens,"Forbidden Planet, Star Trek, The Man from U.N.C.L.E., The Barefoot Contessa, ",7.6
Alexandra Stewart,,8
Catherine Mary Stewart,"Weekend at Bernie's, Night of the Comet, The Apple, The Last Starfighter, ",6.466666667
Charlotte Stewart,,7.4
Paul Stewart,,7.9
Roy Stewart,"American Playhouse, Visions, Cosmos, ",7.3
Vern Stierman,"The Dark, The Legend of Boggy Creek, The Town That Dreaded Sundown, The Being, ",5.2
Harry Stockwell,"Snow White and the Seven Dwarfs, All Over Town, Broadway Melody of 1936, Here Comes the Band, ",7.6
Mink Stole,"Cry-Baby, Pink Flamingos, Serial Mom, Hairspray, ",6.1
Christopher Stone,"Nightmare Cafe, The New Lassie, Killer Instinct, ",6.35
Harold J. Stone,"The Wrong Man, Spartacus, The Doctors and the Nurses, X: The Man with the X-Ray Eyes, ",7.4
Lewis Stone,"The Sin of Madelon Claudet, Life Begins for Andy Hardy, Andy Hardy's Private Secretary, The Mask of Fu Manchu, ",7.15
Dennis StorhÃ¸i,"Vestavind, The 13th Warrior, ",6.6
Beatrice Straight,"Network, Power, The Dain Curse, Poltergeist, ",7.3
Lee Strasberg,"The Godfather Saga, The Godfather: Part II, Going in Style, ...and justice for all., ",7.4
Marcia Strassman,"Tremors, Honey, I Blew Up the Kid, Honey, I Shrunk the Kids, Magnum, P.I., ",5.34
Dorothy Stratten,"Buck Rogers in the 25th Century, They All Laughed, Galaxina, Autumn Born, ",3.7
Gail Strickland,"Star Trek: Deep Space Nine, How to Make an American Quilt, The American President, Dark Shadows, ",7.4
Kimberly Stringer,"This Is Spinal Tap, ",7.9
Woody Strode,"The Ten Commandments, The Professionals, The Man Who Shot Liberty Valance, Spartacus, ",5.9
Kandice Stroh,"MADtv, Lying in Wait, Who Is Cletis Tout?, ",6.1
Michael Strong,"The Island, The One, The Green Hornet, ",8
Don Stroud,"Paved with Good Intentions, Dazed and Confused, Homegrown, What's Eating Gilbert Grape, ",6.4
Levi Stubbs,"Little Shop of Horrors, The Ed Sullivan Show, Captain N: The Game Master, Queer as Folk, ",7
Wes Studi,"The Last of the Mohicans, Deep Rising, Mystery Men, Heat, ",6.5
Marla Sucharetza,"Road Trip, The Station Agent, The Fan, ",6.5
David Suchet,"The Bank Job, Executive Decision, A Perfect Murder, Poirot, ",6.633333333
Chintara Sukapatana,"Good Morning, Vietnam, Satang, Dorm, ",7.3
Barbara Sukowa,"Lola, Rosa Luxemburg, ",6.8
Ethan Suplee,"American History X, John Q, Remember the Titans, Chasing Amy, ",6.25
Catherine Sutherland,"The Cell, Mighty Morphin Power Rangers, Turbo: A Power Rangers Movie, ",3.6
Claudette Sutherland,"Suddenly Susan, A Little Romance, NYPD Blue, Betrayed by Love, ",5.8
Kristine Sutherland,"Honey, I Shrunk the Kids, New Amsterdam, Buffy the Vampire Slayer, ",6.3
Brenda Sutton,"Mickey, Donald, Goofy: The Three Musketeers, The Jungle Book 2, Peter Pan: Return to Never Land, The Silver Brumby, ",4.9
Grady Sutton,"Trouble Maker, Bangkok Nights, ",6.1
Lori Sutton,"Fast Times at Ridgemont High, History of the World: Part I, Malibu Express, Looker, ",5
Gonzalo SuÃ¡rez,"The Detective and the Death, El extraÃ±o caso del doctor Fausto, Oviedo Express, Rowing with the Wind, ",7.2
Mack Swain,"The Gold Rush, Tillie's Punctured Romance, The Last Warning, Tillie's Punctured Romance, ",8.2
Gloria Swanson,"Sadie Thompson, The Trespasser, Indiscreet, Sunset Blvd., ",8.4
Kraig Swartz,"World and Time Enough, ",5.5
Inga Swenson,"The Miracle Worker, Playhouse 90, Benson, North and South, Book I, ",8.1
Jeep Swenson,"Walker, Texas Ranger, Bulletproof, WCW Monday Nitro, Batman & Robin, ",5.8
Jeremy Sylvers,"My Wife and Kids, Saved by the Bell, Child's Play 3, ",5.1
William Sylvester,"Gemini Man, 2001: A Space Odyssey, Riding with Death, Gorgo, ",8.3
Keith Szarabajka,"We Were Soldiers, The Dark Knight, ",6.6
Magda Szubanski,"Babe: Pig in the City, Happy Feet, Kath & Kim, Babe, ",5.7
Aitana SÃ¡nchez-GijÃ³n,"The Machinist, VolavÃ©runt, A Walk in the Clouds, Mouth to Mouth, ",6.7
Marianne SÃ¤gebrecht,"The War of the Roses, Asterix and Obelix vs. Caesar, Bagdad Cafe, Martha et moi, ",7.4
Diamond Yukai,"Tokyo Pop, Lost in Translation, Samurai Fiction, ",6.7
Ammar Tafti Dehghan,"A Moment of Innocence, ",7.9
Cary-Hiroyuki Tagawa,"Mortal Kombat, Planet of the Apes, Licence to Kill, ",5.614285714
Rita Taggart,"Die Laughing, Mulholland Dr., 1941, The China Syndrome, ",5
Sharmila Tagore,"Mausam, In the Forest... Again, The World of Apu, Aradhana, ",8.5
Taimak,"The Last Dragon, Dreamers, ",6.9
Ken Takakura,"Black Rain, Hakkodasan, Railroad Man, The Yellow Handkerchief, ",6.35
Aya Takanashi,"Mr. Baseball, ",6
Minami Takayama,"Escaflowne: The Movie, Kiki's Delivery Service, Mega Man X7, ",7.9
Michael Taliferro,"Life, Half Past Dead, The Replacements, Bad Boys, ",6.9
Patricia Tallman,"Night of the Living Dead, Babylon 5, Dead Air, Jurassic Park, ",6.9
TetsurÃ´ Tanba,"Three Outlaw Samurai, You Only Live Twice, The 7th Dawn, The Human Revolution, ",6.833333333
Russ Tamblyn,"West Side Story, Seven Brides for Seven Brothers, The Haunting, Drive, ",6.94
Akim Tamiroff,"Ocean's 11, The Trial, For Whom the Bell Tolls, Touch of Evil, ",7.3
Atsuko Tanaka,"Ghost in the Shell 2: Innocence, Ghost in the Shell, Ghost in the Shell: Stand Alone Complex, ",8
Haruo Tanaka,"Osho ichidai, Sambyakurokujugo ya - Osaka-hen, Sambyakurokujugo ya - Tokyo-hen, Ikiru, ",8.3
Ken Tanaka,"Women of the Night, ",6.2
YÃ»ko Tanaka,"Hibi, Amagi Pass, The Milkwoman, Edo Porn, ",8.4
Mary Tanner Bailey,"Return to Green Acres, Duet, Willy/Milly, Billions for Boris, ",5.5
Enzo Tarascio,"...e le stelle stanno a guardare, The Count of Monte Cristo, Sword of the Empire, The Conformist, ",7.3
JosÃ© MarÃ­a de Tavira,"The Mask of Zorro, ",6.7
Mirhadi Tayebi,"A Moment of Innocence, Hello Cinema, ",7.9
Christine Taylor,"The Wedding Singer, Dodgeball: A True Underdog Story, The Craft, Zoolander, ",6.8
Don Taylor,"October Sky, ",5.4
Dub Taylor,"Maverick, Bonnie and Clyde, The Wild Bunch, The Getaway, ",5.6
Jeannine Taylor,"The Royal Romance of Charles and Diana, Friday the 13th, ",6.5
Mark L. Taylor,"Innerspace, Homeward Bound: The Incredible Journey, Arachnophobia, Honey, I Shrunk the Kids, ",6.3
Meshach Taylor,"Mannequin, Designing Women, Mannequin: On the Move, Damien: Omen II, ",4.4
Leigh Taylor-Young,"Picket Fences, The Big Bounce, Soylent Green, I Love You, Alice B. Toklas!, ",7.1
Travis Tedford,"The Little Rascals, The Thirteenth Floor, Slappy and the Stinkers, ",6.3
Maureen Teefy,"Fame, 1941, Supergirl, Grease 2, ",4.4
Jon Tenney,"Beverly Hills Cop III, The Closer, Tombstone, ",5.8
Tulku Jamyang Kunga Tenzin,"Kundun, In Search of Kundun with Martin Scorsese, ",7
Akira Terao,"Ran, After the Rain, Half a Confession, Letter from the Mountain, ",8.2
Nigel Terry,"The Lion in Winter, Excalibur, The Emperor's New Clothes, Caravaggio, ",7.4
Phillip Terry,"Seven Keys to Baldpate, Born to Kill, The Lost Weekend, The Leech Woman, ",7.9
Gyurme Tethong,"Kundun, ",7
Eric Thal,"The Puppet Masters, The Shaft, The Gun in Betty Lou's Handbag, Six Degrees of Separation, ",5.633333333
Max Thayer,"Ilsa, Harem Keeper of the Oil Sheiks, S.W.A.T., The Retrievers, Planet of Dinosaurs, ",5
Jack Thibeau,"Escape from Alcatraz, Lethal Weapon, The Hitcher, Apocalypse Now, ",7.6
Damien Thomas,"Twins of Evil, The Message, Shogun, ",6.1
Jameson Thomas,"It Happened One Night, The Farmer's Wife, Piccadilly, The Moonstone, ",8.1
Jay Thomas,"Murphy Brown, The Santa Clause 2, The Santa Clause 3: The Escape Clause, Mr. Holland's Opus, ",7.3
Kurt Thomas,"Gymkata, Circus, Slam, ",4.4
Robin Thomas,"Monsoon Wedding, The Darjeeling Limited, The Ice Storm, The Namesake, ",6.6
Bill Thompson,,7.3
Carlos Thompson,"The Lady of the Camelias, A Matter of Resistance, Frau Cheneys Ende, Mistress of the World, ",6.5
Jack Thompson,,6.566666667
Ron Thompson,"Three Kings, ",7.3
Bill Thornbury,"Phantasm III: Lord of the Dead, Phantasm, Phantasm IV: Oblivion, ",6.8
Maggie Thrett,"The Wild Wild West, McCloud, Star Trek, Dimension 5, ",5.5
Judyth Thurman,"Roadside Prophets, ",6.5
Tenzin Thuthob Tsarong,"Kundun, In Search of Kundun with Martin Scorsese, ",7
Lung Ti,"Dynasty of Blood, The Kid, A Better Tomorrow, Drunken Master II, ",7.5
Brigid Tierney,"The Paper Boy, Rainbow, Affliction, ",7
Jacob Tierney,"Twist, ",5.7
Pamela Tiffin,"The Fifth Cord, Harper, One, Two, Three, State Fair, ",7.9
Ramon Tikaram,"Speed Racer, ",6
Leif Tilden,"BigLove, Teenage Mutant Ninja Turtles II: The Secret of the Ooze, Teenage Mutant Ninja Turtles, ",6
Gabriele Tinti,"The Flight of the Phoenix, L'homme de Mykonos, The Mysterious Island, Le sette spade del vendicatore, ",5.5
